"State","County","Murder.and.nonnegligent.manslaughter","Forcible.rape","Robbery","Aggravated.assault","Burglary","Larceny.theft","Motor.vehicle.theft","Arson","Year"
"Iowa ","Henry",0,0,0,13,20,52,2,1,2006
"Iowa ","Howard",0,0,1,1,17,87,9,0,2006
"Iowa ","Humboldt",0,0,0,1,21,19,2,1,2006
"Iowa ","Ida",0,0,0,7,6,33,4,0,2006
"Iowa ","Iowa",0,0,0,8,16,55,9,1,2006
"Iowa ","Jasper",0,1,1,6,49,81,8,4,2006
"Iowa ","Jefferson",0,1,1,4,19,53,6,0,2006
"Iowa ","Keokuk",0,0,0,0,3,6,0,0,2006
"Iowa ","Kossuth",0,0,0,9,16,30,3,0,2006
"Iowa ","Lee",0,0,0,11,73,44,5,2,2006
"Iowa ","Louisa",1,4,0,9,42,60,14,0,2006
"Iowa ","Lucas",0,0,1,5,31,47,8,1,2006
"Iowa ","Lyon",0,3,0,5,17,52,2,1,2006
"Iowa ","Mahaska",0,2,0,34,45,54,4,4,2006
"Iowa ","Marion",0,0,0,3,39,64,12,1,2006
"Iowa ","Marshall",0,4,0,29,47,34,7,3,2006
"Iowa ","Monona",0,0,0,0,0,0,1,0,2006
"Iowa ","Monroe",0,1,0,3,9,25,6,2,2006
"Iowa ","Muscatine",0,5,0,14,64,61,12,4,2006
"Iowa ","O'Brien",0,2,0,8,55,54,8,0,2006
"Iowa ","Osceola",0,1,0,1,29,52,3,0,2006
"Iowa ","Page",0,0,0,4,26,52,12,0,2006
"Iowa ","Palo Alto",0,0,0,7,21,21,3,0,2006
"Iowa ","Plymouth",0,3,1,14,28,37,2,1,2006
"Iowa ","Pocahontas",0,0,0,2,19,12,9,0,2006
"Iowa ","Poweshiek",0,1,1,1,44,113,20,3,2006
"Iowa ","Sac",0,0,0,1,18,21,0,1,2006
"Iowa ","Sioux",0,0,0,2,26,53,4,0,2006
"Iowa ","Tama",1,1,2,32,70,80,5,8,2006
"Iowa ","Taylor",0,0,0,3,27,22,0,0,2006
"Iowa ","Union",0,2,0,2,14,23,2,7,2006
"Iowa ","Van Buren",5,2,0,7,39,45,2,0,2006
"Iowa ","Wapello",0,2,0,6,102,75,12,5,2006
"Iowa ","Wayne",0,0,0,4,6,17,3,0,2006
"Iowa ","Webster",0,2,0,28,91,137,34,1,2006
"Iowa ","Winneshiek",0,0,0,1,11,25,2,0,2006
"Iowa ","Worth",0,1,0,1,45,66,12,0,2006
"Iowa ","Wright",0,0,0,1,31,25,6,0,2006
"Kansas ","Butler",1,9,0,51,171,330,33,3,2006
"Kansas ","Doniphan",0,0,0,4,24,46,3,0,2006
"Kansas ","Douglas",1,2,0,31,74,201,19,2,2006
"Kansas ","Franklin",1,4,1,53,93,128,15,3,2006
"Kansas ","Harvey",0,2,0,10,23,54,11,2,2006
"Kansas ","Jackson",0,3,0,17,42,118,12,3,2006
"Kansas ","Jefferson",0,3,1,25,103,281,29,6,2006
"Kansas ","Johnson",0,24,3,75,107,274,10,9,2006
"Kansas ","Leavenworth",0,1,1,48,95,123,40,8,2006
"Kansas ","Linn",0,0,0,7,61,50,11,1,2006
"Kansas ","Miami",1,3,0,21,87,101,21,11,2006
"Kansas ","Osage",1,3,1,18,64,69,11,2,2006
"Kansas ","Shawnee",0,19,7,71,278,1210,68,25,2006
"Kansas ","Wabaunsee",0,3,0,7,14,69,6,2,2006
"Kansas ","Allen",0,2,0,11,16,31,8,8,2006
"Kansas ","Anderson",0,2,0,7,22,38,6,1,2006
"Kansas ","Atchison",0,1,1,16,16,39,4,9,2006
"Kansas ","Barber",0,0,0,2,16,16,1,0,2006
"Kansas ","Barton",0,1,0,20,18,75,0,NA,2006
"Kansas ","Bourbon",0,0,1,5,33,64,15,7,2006
"Kansas ","Brown",0,0,0,7,24,30,9,0,2006
"Kansas ","Chase",0,0,0,2,8,8,3,2,2006
"Kansas ","Chautauqua",0,0,0,7,11,26,2,1,2006
"Kansas ","Cherokee",1,2,2,27,130,132,20,12,2006
"Kansas ","Cheyenne",0,2,0,0,10,17,4,0,2006
"Kansas ","Clay",1,0,0,8,26,34,4,2,2006
"Kansas ","Cloud",0,0,0,4,13,29,1,0,2006
"Kansas ","Coffey",0,2,0,8,25,40,6,2,2006
"Kansas ","Cowley",0,3,0,37,84,123,14,3,2006
"Kansas ","Crawford",0,5,2,28,144,198,22,20,2006
"Kansas ","Dickinson",0,0,0,6,27,75,10,4,2006
"Kansas ","Elk",0,1,0,9,45,45,6,1,2006
"Kansas ","Ellis",0,1,0,7,22,49,3,4,2006
"Kansas ","Ellsworth",0,1,0,3,7,22,3,2,2006
"Kansas ","Finney",0,5,2,27,65,202,13,6,2006
"Kansas ","Ford",0,1,1,16,19,20,7,1,2006
"Kansas ","Geary",0,1,0,1,14,32,2,0,2006
"Kansas ","Gove",0,2,0,1,0,32,1,0,2006
"Kansas ","Graham",0,0,0,0,8,9,1,0,2006
"Kansas ","Grant",0,0,0,6,2,17,2,1,2006
"Kansas ","Gray",0,0,0,1,1,8,1,1,2006
"Kansas ","Greenwood",0,0,0,9,17,79,6,1,2006
"Kansas ","Harper",0,1,0,1,13,21,3,0,2006
"Kansas ","Haskell",0,1,0,1,17,35,2,0,2006
"Kansas ","Hodgeman",0,0,0,2,11,35,4,0,2006
"Kansas ","Kearny",0,3,0,6,27,79,4,2,2006
"Kansas ","Kingman",0,1,0,8,23,50,3,1,2006
"Kansas ","Kiowa",1,0,0,5,6,18,2,0,2006
"Kansas ","Labette",0,0,0,14,30,47,4,9,2006
"Kansas ","Lane",0,0,0,3,8,33,3,0,2006
"Kansas ","Lincoln",0,0,0,1,7,28,1,0,2006
"Kansas ","Logan",0,0,0,1,1,15,1,0,2006
"Kansas ","Lyon",0,3,0,9,15,76,2,1,2006
"Kansas ","Marion",0,0,1,1,17,25,4,0,2006
"Kansas ","Marshall",0,0,0,5,9,22,4,1,2006
"Kansas ","McPherson",0,1,2,4,25,39,5,0,2006
"Kansas ","Meade",0,1,0,0,9,18,1,2,2006
"Kansas ","Montgomery",0,0,0,7,48,79,13,8,2006
"Kansas ","Morris",0,0,0,4,9,29,5,6,2006
"Kansas ","Morton",0,1,0,2,15,20,3,0,2006
"Kansas ","Nemaha",1,1,0,10,17,29,4,0,2006
"Kansas ","Neosho",0,3,0,6,39,37,11,4,2006
"Kansas ","Norton",0,1,0,0,1,3,0,0,2006
"Kansas ","Ottawa",0,2,1,7,13,54,4,0,2006
"Kansas ","Pawnee",0,0,0,14,40,20,3,0,2006
"Kansas ","Phillips",0,0,0,4,6,3,1,0,2006
"Kansas ","Pottawatomie",1,4,0,40,76,300,26,2,2006
"Kansas ","Pratt",0,0,0,1,24,30,2,3,2006
"Kansas ","Rawlins",0,0,0,2,11,14,1,1,2006
"Kansas ","Reno",0,3,0,30,128,188,24,6,2006
"Kansas ","Republic",0,1,0,1,12,23,1,7,2006
"Kansas ","Rice",0,1,0,12,18,34,2,0,2006
"Kansas ","Riley",0,38,24,198,254,1410,68,26,2006
"Kansas ","Rooks",0,1,0,3,3,2,0,0,2006
"Kansas ","Rush",0,0,1,4,16,11,5,0,2006
"Kansas ","Russell",0,0,0,7,8,27,6,1,2006
"Kansas ","Saline",1,3,2,12,55,155,17,5,2006
"Kansas ","Scott",0,0,0,1,6,22,1,0,2006
"Kansas ","Seward",0,1,1,3,12,80,7,3,2006
"Kansas ","Sherman",0,0,0,6,14,16,1,0,2006
"Kansas ","Smith",1,2,0,2,15,26,2,1,2006
"Kansas ","Stafford",0,0,0,0,7,32,2,0,2006
"Kansas ","Stanton",1,0,0,0,4,11,3,0,2006
"Kansas ","Stevens",0,3,2,9,61,48,5,0,2006
"Kansas ","Thomas",0,1,0,11,14,35,3,0,2006
"Kansas ","Trego",0,2,0,1,10,4,0,0,2006
"Kansas ","Washington",0,0,0,1,3,5,3,0,2006
"Kansas ","Wichita",0,0,0,0,8,18,6,0,2006
"Kansas ","Wilson",0,0,0,6,5,9,2,1,2006
"Kansas ","Woodson",0,1,0,2,8,28,4,0,2006
"Kentucky ","Boone",0,11,17,103,259,878,80,4,2006
"Kentucky ","Boyd",0,2,4,6,96,162,34,0,2006
"Kentucky ","Bullitt",0,5,4,13,154,267,55,1,2006
"Kentucky ","Campbell",1,23,0,8,89,165,23,1,2006
"Kentucky ","Christian",1,1,2,9,106,148,31,3,2006
"Kentucky ","Clark",0,4,1,1,83,152,9,1,2006
"Kentucky ","Daviess",0,4,1,23,120,356,25,3,2006
"Kentucky ","Edmonson",0,0,0,1,8,16,8,0,2006
"Kentucky ","Gallatin",0,0,1,1,7,10,7,0,2006
"Kentucky ","Grant",0,0,3,2,28,49,19,0,2006
"Kentucky ","Greenup",0,0,0,3,14,24,4,0,2006
"Kentucky ","Hancock",0,0,0,0,4,6,5,0,2006
"Kentucky ","Hardin",0,0,1,3,23,38,5,1,2006
"Kentucky ","Henderson",1,2,1,15,70,73,9,0,2006
"Kentucky ","Jefferson",0,0,0,0,0,3,9,0,2006
"Kentucky ","Jessamine",0,3,3,9,106,146,26,0,2006
"Kentucky ","Kenton",0,0,1,0,0,5,0,0,2006
"Kentucky ","Larue",0,0,0,0,16,24,4,0,2006
"Kentucky ","McLean",0,0,0,0,6,10,2,0,2006
"Kentucky ","Meade",0,0,2,3,60,70,11,0,2006
"Kentucky ","Nelson",0,4,1,11,83,125,17,0,2006
"Kentucky ","Oldham ",2,5,7,6,136,312,20,0,2006
"Kentucky ","Pendleton",0,0,0,0,22,54,10,0,2006
"Kentucky ","Scott",0,3,4,7,86,139,18,0,2006
"Kentucky ","Shelby",0,1,6,18,103,287,37,0,2006
"Kentucky ","Spencer",0,1,1,2,20,17,2,0,2006
"Kentucky ","Trigg",0,1,0,1,36,51,9,0,2006
"Kentucky ","Trimble",0,0,0,0,1,5,1,0,2006
"Kentucky ","Warren",0,0,2,15,161,390,33,0,2006
"Kentucky ","Allen",0,0,0,3,23,55,15,0,2006
"Kentucky ","Anderson",0,0,0,0,35,60,4,0,2006
"Kentucky ","Ballard",0,1,0,1,24,45,14,1,2006
"Kentucky ","Barren",0,1,0,0,41,73,16,0,2006
"Kentucky ","Bell",0,0,2,7,37,83,8,0,2006
"Kentucky ","Boyle",0,1,0,2,27,45,5,0,2006
"Kentucky ","Caldwell",0,1,1,3,17,22,2,0,2006
"Kentucky ","Calloway",0,2,1,18,149,166,26,0,2006
"Kentucky ","Carlisle",0,0,0,0,4,3,0,0,2006
"Kentucky ","Carter",0,1,0,9,60,87,14,0,2006
"Kentucky ","Casey",0,0,0,0,5,7,5,0,2006
"Kentucky ","Clay",0,0,0,4,22,62,15,0,2006
"Kentucky ","Clinton",0,0,0,1,3,1,0,0,2006
"Kentucky ","Crittenden",0,0,0,0,24,25,5,0,2006
"Kentucky ","Estill",0,0,0,0,7,17,1,0,2006
"Kentucky ","Fleming",0,0,0,2,10,15,3,0,2006
"Kentucky ","Floyd",0,0,1,3,45,64,17,0,2006
"Kentucky ","Franklin",0,0,2,7,59,108,20,0,2006
"Kentucky ","Fulton",1,0,0,2,11,24,3,0,2006
"Kentucky ","Garrard",0,0,0,2,18,81,7,0,2006
"Kentucky ","Graves",0,2,0,11,35,35,14,1,2006
"Kentucky ","Grayson",0,0,0,3,72,36,17,0,2006
"Kentucky ","Harlan",0,0,4,9,23,41,1,0,2006
"Kentucky ","Harrison",0,1,0,2,46,43,7,0,2006
"Kentucky ","Hart",0,0,0,0,36,22,2,0,2006
"Kentucky ","Hopkins",0,3,0,10,81,108,9,0,2006
"Kentucky ","Jackson",0,0,0,0,4,11,2,0,2006
"Kentucky ","Johnson",0,0,0,2,5,16,8,0,2006
"Kentucky ","Knott",0,0,0,0,9,49,6,0,2006
"Kentucky ","Knox",0,0,1,0,67,54,13,0,2006
"Kentucky ","Laurel",0,1,1,7,184,357,49,0,2006
"Kentucky ","Letcher",1,0,1,1,24,30,4,0,2006
"Kentucky ","Lewis",0,0,0,0,37,32,13,0,2006
"Kentucky ","Lincoln",0,1,0,3,59,102,12,0,2006
"Kentucky ","Livingston",0,0,0,3,67,57,8,0,2006
"Kentucky ","Logan",0,1,0,11,68,99,8,0,2006
"Kentucky ","Lyon",0,0,0,1,12,14,0,0,2006
"Kentucky ","Madison",0,1,0,11,103,204,15,0,2006
"Kentucky ","Marion",0,0,0,2,15,27,5,0,2006
"Kentucky ","Marshall",1,3,2,16,144,202,18,3,2006
"Kentucky ","Martin",0,0,3,4,29,26,16,0,2006
"Kentucky ","Mason",0,0,0,10,39,60,4,0,2006
"Kentucky ","McCreary",0,0,0,3,7,25,8,0,2006
"Kentucky ","Metcalfe",0,0,0,4,9,24,3,0,2006
"Kentucky ","Montgomery",0,0,5,10,126,189,30,0,2006
"Kentucky ","Morgan",0,0,0,0,1,0,0,0,2006
"Kentucky ","Muhlenberg",0,0,0,6,4,10,3,0,2006
"Kentucky ","Ohio",0,0,0,2,33,47,7,0,2006
"Kentucky ","Owen",0,0,0,1,30,33,1,0,2006
"Kentucky ","Owsley",0,0,0,0,1,7,0,0,2006
"Kentucky ","Pike",0,0,0,0,8,23,4,0,2006
"Kentucky ","Pulaski",0,4,4,7,108,227,23,3,2006
"Kentucky ","Rockcastle",0,0,1,2,17,10,4,1,2006
"Kentucky ","Simpson",1,0,1,4,24,56,4,0,2006
"Kentucky ","Taylor",0,0,1,3,50,60,6,3,2006
"Kentucky ","Todd",0,0,0,0,1,0,1,0,2006
"Kentucky ","Union",0,0,0,5,49,49,5,0,2006
"Kentucky ","Washington",0,1,1,1,26,18,1,0,2006
"Kentucky ","Wayne",0,0,1,2,20,31,7,0,2006
"Kentucky ","Whitley",0,0,0,1,35,46,13,1,2006
"Kentucky ","Wolfe",0,0,0,1,12,19,1,0,2006
"Louisiana ","Ascension",6,29,26,363,666,1908,322,9,2006
"Louisiana ","Bossier",1,11,3,258,72,468,56,1,2006
"Louisiana ","Caddo",10,9,18,138,206,670,105,17,2006
"Louisiana ","Cameron",0,1,0,29,43,152,17,1,2006
"Louisiana ","East Baton Rouge",16,31,248,666,1837,6450,585,52,2006
"Louisiana ","Jefferson",66,84,547,1883,3731,8444,1659,173,2006
"Louisiana ","Lafayette",1,24,29,217,477,986,123,13,2006
"Louisiana ","Lafourche",2,8,20,149,317,1446,123,0,2006
"Louisiana ","Livingston",5,28,12,215,603,426,133,1,2006
"Louisiana ","Ouachita",1,24,25,166,943,1643,133,9,2006
"Louisiana ","Plaquemines",3,3,2,49,106,353,18,3,2006
"Louisiana ","St Charles",4,10,40,67,450,889,121,NA,2006
"Louisiana ","St John the Baptist",4,17,58,123,366,1006,161,NA,2006
"Louisiana ","St Tammany",11,35,31,376,754,1860,269,28,2006
"Louisiana ","Terrebonne",2,38,39,294,696,1961,310,15,2006
"Louisiana ","West Baton Rouge",3,7,19,104,53,467,57,1,2006
"Louisiana ","West Feliciana",2,6,3,52,22,98,7,0,2006
"Louisiana ","Acadia",1,6,2,27,117,529,51,0,2006
"Louisiana ","Assumption",1,0,2,150,40,294,15,0,2006
"Louisiana ","Bienville",1,2,3,31,34,83,4,0,2006
"Louisiana ","Caldwell",0,3,0,15,70,65,7,0,2006
"Louisiana ","East Carroll",0,1,4,15,19,34,4,1,2006
"Louisiana ","Evangeline",0,6,0,38,131,289,59,NA,2006
"Louisiana ","Franklin",0,3,2,36,77,112,10,1,2006
"Louisiana ","Lincoln",1,1,7,24,100,195,18,0,2006
"Louisiana ","Madison",2,1,5,30,50,93,12,3,2006
"Louisiana ","Morehouse",2,3,3,25,58,256,11,4,2006
"Louisiana ","Natchitoches",0,7,5,79,179,248,36,0,2006
"Louisiana ","Red River",1,2,4,36,47,53,7,0,2006
"Louisiana ","Richland",1,2,1,6,42,80,10,0,2006
"Louisiana ","Sabine",0,0,0,50,109,190,9,NA,2006
"Louisiana ","St James",1,5,13,108,174,419,35,4,2006
"Louisiana ","Tangipahoa",4,36,46,524,1085,1474,103,2,2006
"Louisiana ","Washington",1,8,4,93,165,437,70,0,2006
"Louisiana ","Webster",1,4,3,55,114,125,19,1,2006
"Louisiana ","West Carroll",0,0,0,33,103,178,28,0,2006
"Maine ","Androscoggin",0,8,1,1,80,241,18,1,2006
"Maine ","Cumberland",0,1,6,19,280,295,40,6,2006
"Maine ","Penobscot",0,0,4,4,250,540,36,1,2006
"Maine ","Sagadahoc",0,0,1,6,50,141,5,1,2006
"Maine ","York",0,6,2,38,158,173,22,1,2006
"Maine ","Aroostook",0,0,0,7,22,67,2,1,2006
"Maine ","Franklin",0,0,0,8,40,68,2,0,2006
"Maine ","Hancock",0,0,0,3,49,146,15,0,2006
"Maine ","Kennebec",1,8,0,4,111,162,15,2,2006
"Maine ","Knox",0,1,0,8,53,127,14,2,2006
"Maine ","Lincoln",0,5,3,3,67,124,13,2,2006
"Maine ","Oxford",0,6,2,5,76,146,9,0,2006
"Maine ","Piscataquis",0,1,0,0,21,74,4,0,2006
"Maine ","Somerset",0,5,5,5,155,185,22,1,2006
"Maine ","Waldo",0,4,0,5,58,125,17,0,2006
"Maine ","Washington",0,0,1,4,53,52,3,0,2006
"Maryland ","Allegany",0,1,1,10,31,74,7,0,2006
"Maryland ","Anne Arundel ",16,97,709,1812,2906,10892,1447,132,2006
"Maryland ","Baltimore ",34,141,2084,3405,4752,18022,3429,361,2006
"Maryland ","Calvert",0,4,9,171,233,935,77,1,2006
"Maryland ","Carroll",0,18,0,38,78,206,11,1,2006
"Maryland ","Cecil",0,2,19,60,321,449,121,0,2006
"Maryland ","Charles",4,24,192,475,673,2933,413,0,2006
"Maryland ","Frederick",2,13,18,101,354,1106,92,7,2006
"Maryland ","Harford",4,31,91,313,638,1617,248,24,2006
"Maryland ","Howard ",4,42,277,292,1323,5170,631,86,2006
"Maryland ","Montgomery ",15,141,1166,833,3804,16860,2493,324,2006
"Maryland ","Prince Georges",117,257,3341,3527,5729,21354,11315,354,2006
"Maryland ","Queen Annes",0,3,7,77,175,426,24,2,2006
"Maryland ","Somerset",0,0,0,4,10,18,2,0,2006
"Maryland ","Washington",0,19,29,151,377,900,115,3,2006
"Maryland ","Wicomico",1,11,27,129,298,600,63,2,2006
"Maryland ","Caroline",0,0,5,50,130,199,10,0,2006
"Maryland ","Dorchester",0,3,4,21,99,202,38,2,2006
"Maryland ","Garrett",1,3,1,23,77,193,10,0,2006
"Maryland ","Kent",0,0,0,25,52,53,3,0,2006
"Maryland ","St Marys",4,13,53,163,484,1438,136,7,2006
"Maryland ","Talbot",0,4,3,8,52,105,9,0,2006
"Maryland ","Worcester",0,4,1,83,28,66,15,0,2006
"Maryland ","Barry",0,11,0,41,63,261,28,2,2006
"Michigan ","Bay",1,13,10,32,123,361,37,3,2006
"Michigan ","Berrien",1,27,13,96,207,576,40,9,2006
"Michigan ","Calhoun",3,6,3,57,177,322,42,1,2006
"Michigan ","Cass",1,6,4,18,207,491,52,6,2006
"Michigan ","Clinton",2,4,2,15,80,143,30,1,2006
"Michigan ","Eaton",0,25,26,70,250,968,123,3,2006
"Michigan ","Genesee",1,11,5,43,143,453,45,2,2006
"Michigan ","Ingham",2,37,16,74,255,810,71,20,2006
"Michigan ","Ionia",0,16,0,31,113,250,31,3,2006
"Michigan ","Jackson",1,25,5,75,174,427,50,7,2006
"Michigan ","Kalamazoo",0,34,48,141,664,1719,132,18,2006
"Michigan ","Kent",0,37,29,230,1134,2922,186,36,2006
"Michigan ","Lapeer",2,10,5,51,132,369,40,5,2006
"Michigan ","Livingston",0,9,2,72,266,742,83,8,2006
"Michigan ","Macomb",0,47,61,496,532,1993,306,24,2006
"Michigan ","Monroe",1,33,27,120,632,1730,232,48,2006
"Michigan ","Muskegon",0,12,5,47,214,758,47,12,2006
"Michigan ","Newaygo",1,34,2,27,130,238,24,6,2006
"Michigan ","Oakland",5,72,60,320,898,3409,245,50,2006
"Michigan ","Ottawa",0,102,29,189,696,2210,156,20,2006
"Michigan ","Saginaw",2,15,13,85,177,569,73,3,2006
"Michigan ","St Clair",2,35,11,157,465,1254,167,26,2006
"Michigan ","Van Buren",1,15,2,44,190,452,68,3,2006
"Michigan ","Washtenaw",3,39,78,147,638,1189,304,21,2006
"Michigan ","Wayne",4,7,79,145,146,226,209,6,2006
"Michigan ","Alcona",1,1,0,20,69,115,6,2,2006
"Michigan ","Alger",0,0,0,0,1,4,1,0,2006
"Michigan ","Allegan",0,35,5,31,215,659,59,7,2006
"Michigan ","Alpena",0,1,0,2,11,26,4,0,2006
"Michigan ","Antrim",1,5,1,13,96,158,12,3,2006
"Michigan ","Arenac",0,8,2,21,79,126,20,2,2006
"Michigan ","Baraga",0,0,1,2,5,10,0,1,2006
"Michigan ","Benzie",2,3,0,13,79,116,4,0,2006
"Michigan ","Branch",0,11,0,9,64,196,20,1,2006
"Michigan ","Charlevoix",1,11,0,8,60,136,7,1,2006
"Michigan ","Cheboygan",0,1,0,6,40,73,4,2,2006
"Michigan ","Chippewa",0,1,0,8,24,44,3,0,2006
"Michigan ","Clare",0,14,3,56,451,495,44,8,2006
"Michigan ","Crawford",0,9,1,23,78,107,18,3,2006
"Michigan ","Delta",0,2,0,4,27,47,7,1,2006
"Michigan ","Dickinson",0,1,0,3,16,51,7,0,2006
"Michigan ","Emmet",0,11,0,13,38,157,6,0,2006
"Michigan ","Gladwin",0,5,0,13,68,88,5,2,2006
"Michigan ","Grand Traverse",0,28,2,69,275,750,36,12,2006
"Michigan ","Gratiot",1,8,0,6,74,110,16,0,2006
"Michigan ","Hillsdale",2,7,3,18,89,135,15,0,2006
"Michigan ","Houghton",0,1,1,12,21,73,2,0,2006
"Michigan ","Huron",1,5,1,6,59,156,12,1,2006
"Michigan ","Iosco",0,0,0,1,3,6,1,0,2006
"Michigan ","Iron",0,2,0,3,11,29,3,0,2006
"Michigan ","Isabella",0,11,2,33,150,361,23,6,2006
"Michigan ","Kalkaska",0,4,1,26,75,135,7,3,2006
"Michigan ","Keweenaw",0,0,0,1,25,29,2,1,2006
"Michigan ","Lake",2,3,0,15,124,129,10,3,2006
"Michigan ","Leelanau",0,5,0,13,52,103,1,1,2006
"Michigan ","Lenawee",0,14,0,24,100,168,22,1,2006
"Michigan ","Mackinac",0,0,0,5,32,36,6,2,2006
"Michigan ","Manistee",0,3,0,8,26,59,4,4,2006
"Michigan ","Marquette",0,2,1,9,41,88,7,0,2006
"Michigan ","Mason",1,10,1,22,147,375,20,0,2006
"Michigan ","Mecosta",0,1,1,24,214,350,50,2,2006
"Michigan ","Menominee",0,1,0,7,38,32,2,0,2006
"Michigan ","Midland",0,26,1,23,99,347,14,3,2006
"Michigan ","Missaukee",0,4,0,7,61,121,4,4,2006
"Michigan ","Montcalm",2,33,0,26,233,351,52,9,2006
"Michigan ","Montmorency",0,1,0,10,29,27,2,0,2006
"Michigan ","Oceana",0,3,0,39,80,196,10,4,2006
"Michigan ","Ogemaw",0,6,2,9,96,110,9,1,2006
"Michigan ","Ontonagon",0,1,0,4,8,12,2,0,2006
"Michigan ","Osceola",1,6,1,15,53,103,9,0,2006
"Michigan ","Oscoda",0,2,0,5,48,131,6,3,2006
"Michigan ","Otsego",0,1,0,7,32,56,3,0,2006
"Michigan ","Roscommon",1,5,1,21,83,207,31,0,2006
"Michigan ","Sanilac",0,1,0,15,81,116,16,0,2006
"Michigan ","Shiawassee",1,12,8,36,120,316,37,1,2006
"Michigan ","St Joseph",0,7,0,13,80,177,17,3,2006
"Michigan ","Tuscola",0,9,0,16,97,190,31,3,2006
"Michigan ","Wexford",0,6,0,22,147,212,12,4,2006
"Michigan ","Anoka",0,NA,3,25,227,712,73,6,2006
"Minnesota ","Benton",0,NA,2,6,65,254,33,6,2006
"Minnesota ","Carlton",0,NA,0,9,35,85,14,0,2006
"Minnesota ","Carver",0,NA,4,41,159,928,65,4,2006
"Minnesota ","Chisago",2,NA,1,18,132,506,51,2,2006
"Minnesota ","Clay",0,NA,0,5,41,64,11,0,2006
"Minnesota ","Dakota",0,NA,1,10,75,139,22,1,2006
"Minnesota ","Dodge",0,NA,2,2,72,212,27,1,2006
"Minnesota ","Hennepin",0,NA,2,14,33,158,7,2,2006
"Minnesota ","Houston",0,NA,0,3,11,42,5,1,2006
"Minnesota ","Isanti",1,NA,0,12,100,185,47,2,2006
"Minnesota ","Olmsted",0,NA,2,13,185,271,42,6,2006
"Minnesota ","Polk",0,NA,0,22,81,137,10,4,2006
"Minnesota ","Ramsey",0,NA,11,42,158,943,126,24,2006
"Minnesota ","Scott",0,NA,1,14,49,114,20,1,2006
"Minnesota ","Sherburne",2,NA,2,42,142,486,57,2,2006
"Minnesota ","Stearns",0,NA,3,49,100,388,24,0,2006
"Minnesota ","St Louis",1,NA,2,48,350,488,75,4,2006
"Minnesota ","Washington",2,NA,4,38,210,780,64,9,2006
"Minnesota ","Wright",2,NA,9,53,257,1733,149,9,2006
"Minnesota ","Aitkin",1,NA,0,7,137,223,34,1,2006
"Minnesota ","Becker",0,NA,1,25,88,127,37,5,2006
"Minnesota ","Beltrami",0,NA,3,32,122,343,42,3,2006
"Minnesota ","Big Stone",0,NA,0,2,20,33,2,2,2006
"Minnesota ","Blue Earth",0,NA,0,6,67,164,13,9,2006
"Minnesota ","Brown",0,NA,1,1,4,12,3,3,2006
"Minnesota ","Cass",0,NA,8,55,218,386,57,1,2006
"Minnesota ","Clearwater",0,NA,0,13,30,97,7,2,2006
"Minnesota ","Cook",0,NA,1,7,10,106,11,0,2006
"Minnesota ","Cottonwood",0,NA,0,2,18,33,0,3,2006
"Minnesota ","Crow Wing",0,NA,1,34,185,374,28,3,2006
"Minnesota ","Douglas",0,NA,0,13,64,220,13,1,2006
"Minnesota ","Faribault",0,NA,0,4,52,25,5,0,2006
"Minnesota ","Fillmore",0,NA,0,10,44,55,12,1,2006
"Minnesota ","Freeborn",0,NA,0,7,48,112,13,0,2006
"Minnesota ","Goodhue",0,NA,2,15,135,243,47,1,2006
"Minnesota ","Grant",0,NA,2,7,23,45,3,0,2006
"Minnesota ","Hubbard",0,NA,1,13,121,179,19,1,2006
"Minnesota ","Itasca",1,NA,2,32,151,239,32,5,2006
"Minnesota ","Jackson",0,NA,0,2,12,21,0,0,2006
"Minnesota ","Kanabec",0,NA,0,14,113,142,22,2,2006
"Minnesota ","Kandiyohi",0,NA,1,16,81,200,21,4,2006
"Minnesota ","Kittson",0,NA,0,2,5,51,4,0,2006
"Minnesota ","Koochiching",0,NA,0,5,35,83,16,1,2006
"Minnesota ","Lac Qui Parle",0,NA,0,2,19,30,3,0,2006
"Minnesota ","Lake",0,NA,0,0,31,58,2,0,2006
"Minnesota ","Lake of the Woods",0,NA,0,2,11,58,6,0,2006
"Minnesota ","Le Sueur",0,NA,0,9,5,109,6,0,2006
"Minnesota ","Lincoln",0,NA,0,7,3,23,0,0,2006
"Minnesota ","Lyon",0,NA,0,1,16,45,6,0,2006
"Minnesota ","McLeod",0,NA,0,14,36,68,13,1,2006
"Minnesota ","Meeker",1,NA,0,6,81,195,22,0,2006
"Minnesota ","Mille Lacs",0,NA,2,32,126,403,52,4,2006
"Minnesota ","Morrison",0,NA,0,13,50,331,30,8,2006
"Minnesota ","Mower",0,NA,0,21,85,152,35,3,2006
"Minnesota ","Murray",0,NA,0,1,12,40,7,0,2006
"Minnesota ","Nicollet",0,NA,0,7,20,70,11,1,2006
"Minnesota ","Nobles",0,NA,0,5,20,27,2,0,2006
"Minnesota ","Otter Tail",2,NA,1,25,192,262,36,9,2006
"Minnesota ","Pennington",0,NA,0,3,20,32,4,0,2006
"Minnesota ","Pine",0,NA,4,23,313,683,72,3,2006
"Minnesota ","Pipestone",0,NA,0,3,18,69,5,1,2006
"Minnesota ","Pope",0,NA,0,3,10,23,3,1,2006
"Minnesota ","Redwood",1,NA,0,10,37,74,8,1,2006
